raw,normalized,script,status
भाजपा की सरकार ने संविधान को बिल्कुल तात्पर्य रखकर काम किया है और मानववाद को बढ़ाया है मानवादी लोग इस सरकार में खूब उछल कूद कर रहे हैं नंगी तलवार लहराते हैं बंदूक लहराते हैं भले ले रहते हैं उन पर कोई फिर नहीं होती है और कोई गरीब दाल का व्यक्ति अगर कोई ऐसा काम कर दे तो उसे पर तुरंत फिर देशद्रोह का कानून लगाकर जेल भेज देते हैं फिर वह अदालत के चक्कर लगाते रहता है गरीब लोगों के परिवार को सताया जा रहा है प्रधानमंत्री आवास की किस्त 6 महीने में डाल रही है उसमें कैसे गरीब आदमी घर बनाए,भाजपा की सरकार ने संविधान को बिल्कुल तात्पर्य रखकर काम किया है और मानववाद को बढ़ाया है मानवादी लोग इस सरकार में खूब उछल कूद कर रहे हैं नंगी तलवार लहराते हैं बंदूक लहराते हैं भले ले रहते हैं उन पर कोई फिर नहीं होती है और कोई गरीब दाल का व्यक्ति अगर कोई ऐसा काम कर दे तो उसे पर तुरंत फिर देशद्रोह का कानून लगाकर जेल भेज देते हैं फिर वह अदालत के चक्कर लगाते रहता है गरीब लोगों के परिवार को सताया जा रहा है प्रधानमंत्री आवास की किस्त 6 महीने में डाल रही है उसमें कैसे गरीब आदमी घर बनाए,devanagari,kept
Modi Ka Jane Ka Sapna Dekho  Wo Kabhi nhi jayenge,Modi Ka Jane Ka Sapna Dekho Wo Kabhi nhi jayenge,roman,kept
भाजपा सरकार हटाओ महंगाई खुद हट     जाएगी❤❤❤,,,dropped:not_valid
"बीजेपी अवर चुनाव आयोग की सेटिंग से बीजेपी के नेता जीते है जनता ने नहीं जिताया, लुक तंत्र खत्म किया है बीजेपी ने","बीजेपी अवर चुनाव आयोग की सेटिंग से बीजेपी के नेता जीते है जनता ने नहीं जिताया, लुक तंत्र खत्म किया है बीजेपी ने",devanagari,kept
Evm Hatega Tabhi Desh Bachega,Evm Hatega Tabhi Desh Bachega,roman,kept
Modi hatao Desh bachao Chauthi pass ko Kuchh Samajh Mein Nahin a raha hai khali galat ko galat Karva raha hai,Modi hatao Desh bachao Chauthi pass ko Kuchh Samajh Mein Nahin a raha hai khali galat ko galat Karva raha hai,roman,kept
Yaaah sub   SIR karaaanay kaaa hi najitaaa hai.   Moootiji naaay hudbadahat mai SIR laaaa diya lekin sirf Gujarat mai hi uuunki jooo joooo seat par jeeet hui thi uuuunkaa figure bhuut hi kum hooo raha hai. Joooo vote kaaa margin thaaa wooh sub vote hi nahi nikal paaa rahay hai.  Tu bhi tooou tin time abhi ruuko dus time sir ki date extend karnaaa padegi.  Adjustment karnay kaay liyeee. 😂😂😂😂😂😂,Yaah sub SIR karaanay kaa hi najitaa hai. Mootiji naay hudbadahat mai SIR laa diya lekin sirf Gujarat mai hi uunki joo joo seat par jeet hui thi uunkaa figure bhuut hi kum hoo raha hai. Joo vote kaa margin thaa wooh sub vote hi nahi nikal paa rahay hai. Tu bhi toou tin time abhi ruuko dus time sir ki date extend karnaa padegi. Adjustment karnay kaay liyee.,roman,kept
Epstein me modi ka name bhi hai ek aur b j p ke neta ka name bhi hi,Epstein me modi ka name bhi hai ek aur b j p ke neta ka name bhi hi,roman,kept
2027 tak modi  he rayga,,,dropped:not_valid
Agar modi estifa nhi dega tab esko bahut ham gali dege aisa news wale ko  Ham  bahut  es news ke sunte hai,Agar modi estifa nhi dega tab esko bahut ham gali dege aisa news wale ko Ham bahut es news ke sunte hai,roman,kept
Modiji is not going anywhere take it for Granted.  He will rule Bharat for the next 50 years.,Modiji is not going anywhere take it for Granted. He will rule Bharat for the next 50 years.,roman,kept
Desh bach jayega agar modi hat jaye toh,Desh bach jayega agar modi hat jaye toh,roman,kept
Hawa me baate mat karo yeh Ranga.Billa itni aasani se kursi nahi chhodege EkDin janta hi i dono koukhad fekegi,Hawa me baate mat karo yeh Ranga.Billa itni aasani se kursi nahi chhodege EkDin janta hi i dono koukhad fekegi,roman,kept
Bharat ko Pakistan bana hai congress ko lakar😂😂😂😂😂,Bharat ko Pakistan bana hai congress ko lakar,roman,kept
Hatao bjp rss ko,Hatao bjp rss ko,roman,kept
Aaj 19 hai btawo kya huaa 😊tumlog bahut jhut bolte ho tumse achha to modi hai jo kbhi kbhi sach bhi bol lete hai,Aaj 19 hai btawo kya huaa tumlog bahut jhut bolte ho tumse achha to modi hai jo kbhi kbhi sach bhi bol lete hai,roman,kept
Congres sapna dekhti rahe gyanesh kumar chahega vahi hoga,Congres sapna dekhti rahe gyanesh kumar chahega vahi hoga,roman,kept
Evm hatao.bjp.rssku bhagao. Jute.parteku bhagao.,Evm hatao.bjp.rssku bhagao. Jute.parteku bhagao.,roman,kept
"Evm hatao desh bacho,or evm hatega to modi apne aap hat jayega","Evm hatao desh bacho,or evm hatega to modi apne aap hat jayega",roman,kept
"This is certainly BJP's and RSS leaders and cadres language..... Not by the Congress. This group should be investigated. On second thoughts ""kaber kodhna"" is an idiom . It doesn't mean wishing PM's funeral. It means the end of Modi's Dictatorship ☝️","This is certainly BJP's and RSS leaders and cadres language. Not by the Congress. This group should be investigated. On second thoughts ""kaber kodhna"" is an idiom . It doesn't mean wishing PM's funeral. It means the end of Modi's Dictatorship ️",roman,kept
मोदी को इस्तीफा देने के बाद फिर जोगी बन जाएंगे प्रधानमंत्री कुछ चल रहा होगा मामला,मोदी को इस्तीफा देने के बाद फिर जोगी बन जाएंगे प्रधानमंत्री कुछ चल रहा होगा मामला,devanagari,kept
जनता को मूर्ख बना रहा है बनावटी बाते घड़ घड़ के सुना रहा है।,जनता को मूर्ख बना रहा है बनावटी बाते घड़ घड़ के सुना रहा है.,devanagari,kept
Western power right wing thanking dakshin pannthi communist party by Neto 32 country saporter BJP's government,Western power right wing thanking dakshin pannthi communist party by Neto 32 country saporter BJP's government,roman,kept
False,,,dropped:too_short
Ganja mat pio.sir jada,Ganja mat pio.sir jada,roman,kept
Dream on̈ĺÿ,,,dropped:not_valid
CONGRESS 230 TO NAHI BUT 130 +5 MUST OBTAIN SURELY,,,dropped:not_valid
Bharat barbadi..nd dange fasad hone ki kagar pe halaat aap sab ke samne hai,Bharat barbadi..nd dange fasad hone ki kagar pe halaat aap sab ke samne hai,roman,kept
कुछ नहीं गुजरात फाइल खुलने वाली है 2000 से 2025 तक कि इससे फर्क़ सिर्फ पनौती और तड़ीपार को पड़ेगा सीट तो गई इनकी जैल का पता नहीं अमरिका चाइना रूस इनके पास इन दोनों की सारी फाइल है 😂😂😂😂,कुछ नहीं गुजरात फाइल खुलने वाली है 200 से 2025 तक कि इससे फर्क़ सिर्फ पनौती और तड़ीपार को पड़ेगा सीट तो गई इनकी जैल का पता नहीं अमरिका चाइना रूस इनके पास इन दोनों की सारी फाइल है,devanagari,kept
"बीजेपी का कोई भी नेता pm के पद पर सत्ता मे नहीं होगा। राहुल जी गाँधी, प्रियांका वाड्रा या तो उद्धव जी ठाकरे होंगे प्रधानमन्त्री। अन्य कोई हितेषी नहीं है,  काबिल नहीं है","बीजेपी का कोई भी नेता pm के पद पर सत्ता मे नहीं होगा. राहुल जी गाँधी, प्रियांका वाड्रा या तो उद्धव जी ठाकरे होंगे प्रधानमन्त्री. अन्य कोई हितेषी नहीं है, काबिल नहीं है",devanagari,kept
Ballet papar se election karake dekh lo BJP hi jitegi  fhir kya bahana lagayenge vipakshi party,Ballet papar se election karake dekh lo BJP hi jitegi fhir kya bahana lagayenge vipakshi party,roman,kept
Fake news,,,dropped:too_short
यह वोट डकैती से और अमेरिका वाली सीडी से ध्यान भटकाने के लिए प्रोपेगेंडा किया जा रहा है धीरे धीरे लोकतंत्र की हत्या करके वोट डकैती की सारी पोल पट्टी खुल रही है,यह वोट डकैती से और अमेरिका वाली सीडी से ध्यान भटकाने के लिए प्रोपेगेंडा किया जा रहा है धीरे धीरे लोकतंत्र की हत्या करके वोट डकैती की सारी पोल पट्टी खुल रही है,devanagari,kept
Modi  ka  jana  tay  to  nahi  hai  lekin  jhoot  bolne  k liye  tum  logon   ka jail  jana  tay  hi  hai !,,,dropped:not_valid
